Country Name,Country Code,Series,Series Code,mrv
Honduras,HND,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,107793
Honduras,HND,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,130618
Honduras,HND,"Population, male",SP.POP.TOTL.MA.IN,4869000
Honduras,HND,"Population, female",SP.POP.TOTL.FE.IN,4877000
"Hong Kong SAR, China",HKG,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,80947
"Hong Kong SAR, China",HKG,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,88742
"Hong Kong SAR, China",HKG,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,180159
"Hong Kong SAR, China",HKG,"Enrolment in primary education, male (number)",UIS.E.1.M,196151
"Hong Kong SAR, China",HKG,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,90008
"Hong Kong SAR, China",HKG,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,81691
"Hong Kong SAR, China",HKG,"Population, male",SP.POP.TOTL.MA.IN,3451000
"Hong Kong SAR, China",HKG,"Population, female",SP.POP.TOTL.FE.IN,4056000
Hungary,HUN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,189386
Hungary,HUN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,202369
Hungary,HUN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,181621
Hungary,HUN,"Enrolment in primary education, male (number)",UIS.E.1.M,192216
Hungary,HUN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,214173
Hungary,HUN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,202641
Hungary,HUN,"Population, male",SP.POP.TOTL.MA.IN,4631000
Hungary,HUN,"Population, female",SP.POP.TOTL.FE.IN,5101000
Iceland,ISL,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,6330
Iceland,ISL,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,6444
Iceland,ISL,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,15702
Iceland,ISL,"Enrolment in primary education, male (number)",UIS.E.1.M,16719
Iceland,ISL,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,11482
Iceland,ISL,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,10915
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,179000
Iceland,ISL,"Population, female",SP.POP.TOTL.FE.IN,177000
India,IND,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,31065332
India,IND,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,33110567
India,IND,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,57647885
India,IND,"Enrolment in primary education, male (number)",UIS.E.1.M,62416278
India,IND,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,35431848
India,IND,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,31325072
India,IND,"Population, male",SP.POP.TOTL.MA.IN,710130000
India,IND,"Population, female",SP.POP.TOTL.FE.IN,656288000
Indonesia,IDN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,6697134
Indonesia,IDN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,7022674
Indonesia,IDN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,14056824
Indonesia,IDN,"Enrolment in primary education, male (number)",UIS.E.1.M,15368924
Indonesia,IDN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,5630113
Indonesia,IDN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,5543649
Indonesia,IDN,"Population, male",SP.POP.TOTL.MA.IN,136270000
Indonesia,IDN,"Population, female",SP.POP.TOTL.FE.IN,134356000
"Iran, Islamic Rep.",IRN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1506031
"Iran, Islamic Rep.",IRN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1639653
"Iran, Islamic Rep.",IRN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4096819
"Iran, Islamic Rep.",IRN,"Enrolment in primary education, male (number)",UIS.E.1.M,4074848
"Iran, Islamic Rep.",IRN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1314492
"Iran, Islamic Rep.",IRN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1224062
"Iran, Islamic Rep.",IRN,"Population, male",SP.POP.TOTL.MA.IN,41890000
"Iran, Islamic Rep.",IRN,"Population, female",SP.POP.TOTL.FE.IN,41024000
Iraq,IRQ,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,532471
Iraq,IRQ,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,774398
Iraq,IRQ,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2157447
Iraq,IRQ,"Enrolment in primary education, male (number)",UIS.E.1.M,2706903
Iraq,IRQ,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,418637
Iraq,IRQ,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,312003
Iraq,IRQ,"Population, male",SP.POP.TOTL.MA.IN,19892000
Iraq,IRQ,"Population, female",SP.POP.TOTL.FE.IN,19418000
Ireland,IRL,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,118689
Ireland,IRL,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,117890
Ireland,IRL,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,275444
Ireland,IRL,"Enrolment in primary education, male (number)",UIS.E.1.M,288860
Ireland,IRL,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,117043
Ireland,IRL,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,138139
Ireland,IRL,"Population, male",SP.POP.TOTL.MA.IN,2428000
Ireland,IRL,"Population, female",SP.POP.TOTL.FE.IN,2465000
Isle of Man,IMN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,..
Isle of Man,IMN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,..
Isle of Man,IMN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,..
Isle of Man,IMN,"Enrolment in primary education, male (number)",UIS.E.1.M,..
Isle of Man,IMN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..
Isle of Man,IMN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,..
Isle of Man,IMN,"Population, male",SP.POP.TOTL.MA.IN,..
Isle of Man,IMN,"Population, female",SP.POP.TOTL.FE.IN,..
Israel,ISR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,212024
Israel,ISR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,220624
Israel,ISR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,457387
Israel,ISR,"Enrolment in primary education, male (number)",UIS.E.1.M,478827
Israel,ISR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,205533
Israel,ISR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,198593
Israel,ISR,"Population, male",SP.POP.TOTL.MA.IN,4485000
Israel,ISR,"Population, female",SP.POP.TOTL.FE.IN,4533000
Italy,ITA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,845383
Italy,ITA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,930493
Italy,ITA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1370089
Italy,ITA,"Enrolment in primary education, male (number)",UIS.E.1.M,1500674
Italy,ITA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1480434
Italy,ITA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1374128
Italy,ITA,"Population, male",SP.POP.TOTL.MA.IN,29359000
Italy,ITA,"Population, female",SP.POP.TOTL.FE.IN,30981000
Jamaica,JAM,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,59881
Jamaica,JAM,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,61554
Jamaica,JAM,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,113245
Jamaica,JAM,"Enrolment in primary education, male (number)",UIS.E.1.M,119449
Jamaica,JAM,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,41160
Jamaica,JAM,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,40520
Jamaica,JAM,"Population, male",SP.POP.TOTL.MA.IN,1464000
Jamaica,JAM,"Population, female",SP.POP.TOTL.FE.IN,1485000
Japan,JPN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1652193
Japan,JPN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1735937
Japan,JPN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3169105
Japan,JPN,"Enrolment in primary education, male (number)",UIS.E.1.M,3335418
Japan,JPN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1846599
Japan,JPN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1760868
Japan,JPN,"Population, male",SP.POP.TOTL.MA.IN,61578000
Japan,JPN,"Population, female",SP.POP.TOTL.FE.IN,64520000
Jordan,JOR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,302753
Jordan,JOR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,309635
Jordan,JOR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,560999
Jordan,JOR,"Enrolment in primary education, male (number)",UIS.E.1.M,586203
Jordan,JOR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,105584
Jordan,JOR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,114812
Jordan,JOR,"Population, male",SP.POP.TOTL.MA.IN,5113000
Jordan,JOR,"Population, female",SP.POP.TOTL.FE.IN,4988000
Kazakhstan,KAZ,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,704562
Kazakhstan,KAZ,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,734970
Kazakhstan,KAZ,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,716003
Kazakhstan,KAZ,"Enrolment in primary education, male (number)",UIS.E.1.M,745445
Kazakhstan,KAZ,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,249194
Kazakhstan,KAZ,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,239344
Kazakhstan,KAZ,"Population, male",SP.POP.TOTL.MA.IN,8960000
Kazakhstan,KAZ,"Population, female",SP.POP.TOTL.FE.IN,9509000
Kenya,KEN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1128636
Kenya,KEN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1132903
Kenya,KEN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,4117879
Kenya,KEN,"Enrolment in primary education, male (number)",UIS.E.1.M,4172571
Kenya,KEN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,815261
Kenya,KEN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,707957
Kenya,KEN,"Population, male",SP.POP.TOTL.MA.IN,26122000
Kenya,KEN,"Population, female",SP.POP.TOTL.FE.IN,26452000
Kiribati,KIR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,2976
Kiribati,KIR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,2806
Kiribati,KIR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,8483
Kiribati,KIR,"Enrolment in primary education, male (number)",UIS.E.1.M,8212
Kiribati,KIR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,2221
Kiribati,KIR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,2531
Kiribati,KIR,"Population, male",SP.POP.TOTL.MA.IN,58000
Kiribati,KIR,"Population, female",SP.POP.TOTL.FE.IN,60000
"Korea, Dem. People’s Rep.",PRK,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,513893
"Korea, Dem. People’s Rep.",PRK,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,534193
"Korea, Dem. People’s Rep.",PRK,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,737272
"Korea, Dem. People’s Rep.",PRK,"Enrolment in primary education, male (number)",UIS.E.1.M,770508
"Korea, Dem. People’s Rep.",PRK,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,550753
"Korea, Dem. People’s Rep.",PRK,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,538764
"Korea, Dem. People’s Rep.",PRK,"Population, male",SP.POP.TOTL.MA.IN,12553000
"Korea, Dem. People’s Rep.",PRK,"Population, female",SP.POP.TOTL.FE.IN,13113000
"Korea, Rep.",KOR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,646522
"Korea, Rep.",KOR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,699339
"Korea, Rep.",KOR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1317732
"Korea, Rep.",KOR,"Enrolment in primary education, male (number)",UIS.E.1.M,1401626
"Korea, Rep.",KOR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,810894
"Korea, Rep.",KOR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,737224
"Korea, Rep.",KOR,"Population, male",SP.POP.TOTL.MA.IN,25928000
"Korea, Rep.",KOR,"Population, female",SP.POP.TOTL.FE.IN,25854000
Kosovo,XKX,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,..
Kosovo,XKX,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,..
Kosovo,XKX,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,..
Kosovo,XKX,"Enrolment in primary education, male (number)",UIS.E.1.M,..
Kosovo,XKX,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,..
Kosovo,XKX,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,..
Kosovo,XKX,"Population, male",SP.POP.TOTL.MA.IN,..
Kosovo,XKX,"Population, female",SP.POP.TOTL.FE.IN,..
Kuwait,KWT,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,81223
Kuwait,KWT,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,84298
Kuwait,KWT,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,136678
Kuwait,KWT,"Enrolment in primary education, male (number)",UIS.E.1.M,139640
Kuwait,KWT,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,51864
Kuwait,KWT,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,56817
Kuwait,KWT,"Population, male",SP.POP.TOTL.MA.IN,2563000
Kuwait,KWT,"Population, female",SP.POP.TOTL.FE.IN,1644000
Kyrgyz Republic,KGZ,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,261853
Kyrgyz Republic,KGZ,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,274915
Kyrgyz Republic,KGZ,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,267967
Kyrgyz Republic,KGZ,"Enrolment in primary education, male (number)",UIS.E.1.M,283243
Kyrgyz Republic,KGZ,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,80963
Kyrgyz Republic,KGZ,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,80045
Kyrgyz Republic,KGZ,"Population, male",SP.POP.TOTL.MA.IN,3168000
Kyrgyz Republic,KGZ,"Population, female",SP.POP.TOTL.FE.IN,3236000
Lao PDR,LAO,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,213964
Lao PDR,LAO,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,230483
Lao PDR,LAO,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,371442
Lao PDR,LAO,"Enrolment in primary education, male (number)",UIS.E.1.M,399217
Lao PDR,LAO,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,118545
Lao PDR,LAO,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,103163
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,3599000
Lao PDR,LAO,"Population, female",SP.POP.TOTL.FE.IN,3570000
Latvia,LVA,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,27180
Latvia,LVA,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,29321
Latvia,LVA,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,59478
Latvia,LVA,"Enrolment in primary education, male (number)",UIS.E.1.M,62196
Latvia,LVA,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,31098
Latvia,LVA,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,29727
Latvia,LVA,"Population, male",SP.POP.TOTL.MA.IN,882000
Latvia,LVA,"Population, female",SP.POP.TOTL.FE.IN,1034000
Lebanon,LBN,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,111674
Lebanon,LBN,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,111531
Lebanon,LBN,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,249014
Lebanon,LBN,"Enrolment in primary education, male (number)",UIS.E.1.M,267500
Lebanon,LBN,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,87210
Lebanon,LBN,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,95754
Lebanon,LBN,"Population, male",SP.POP.TOTL.MA.IN,3449000
Lebanon,LBN,"Population, female",SP.POP.TOTL.FE.IN,3406000
Lesotho,LSO,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,56260
Lesotho,LSO,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,42601
Lesotho,LSO,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,179834
Lesotho,LSO,"Enrolment in primary education, male (number)",UIS.E.1.M,188097
Lesotho,LSO,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,15578
Lesotho,LSO,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,22058
Lesotho,LSO,"Population, male",SP.POP.TOTL.MA.IN,1048000
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,1077000
Liberia,LBR,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,80121
Liberia,LBR,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,87704
Liberia,LBR,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,310481
Liberia,LBR,"Enrolment in primary education, male (number)",UIS.E.1.M,324997
Liberia,LBR,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,49298
Liberia,LBR,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,35465
Liberia,LBR,"Population, male",SP.POP.TOTL.MA.IN,2481000
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,2456000
Libya,LBY,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,183710
Libya,LBY,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,187672
Libya,LBY,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,359958
Libya,LBY,"Enrolment in primary education, male (number)",UIS.E.1.M,395380
Libya,LBY,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,140248
Libya,LBY,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,203843
Libya,LBY,"Population, male",SP.POP.TOTL.MA.IN,3423000
Libya,LBY,"Population, female",SP.POP.TOTL.FE.IN,3355000
Liechtenstein,LIE,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,722
Liechtenstein,LIE,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,805
Liechtenstein,LIE,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,942
Liechtenstein,LIE,"Enrolment in primary education, male (number)",UIS.E.1.M,1057
Liechtenstein,LIE,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,888.5
Liechtenstein,LIE,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,671.5
Liechtenstein,LIE,"Population, male",SP.POP.TOTL.MA.IN,..
Liechtenstein,LIE,"Population, female",SP.POP.TOTL.FE.IN,..
Lithuania,LTU,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,79103
Lithuania,LTU,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,85264
Lithuania,LTU,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,56863
Lithuania,LTU,"Enrolment in primary education, male (number)",UIS.E.1.M,59763
Lithuania,LTU,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,36231
Lithuania,LTU,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,32395
Lithuania,LTU,"Population, male",SP.POP.TOTL.MA.IN,1285000
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1493000
Luxembourg,LUX,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,10696
Luxembourg,LUX,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,11759
Luxembourg,LUX,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,18493
Luxembourg,LUX,"Enrolment in primary education, male (number)",UIS.E.1.M,19680
Luxembourg,LUX,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,13058
Luxembourg,LUX,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,13236
Luxembourg,LUX,"Population, male",SP.POP.TOTL.MA.IN,311000
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,304000
"Macao SAR, China",MAC,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,6326
"Macao SAR, China",MAC,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,6888
"Macao SAR, China",MAC,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,15576
"Macao SAR, China",MAC,"Enrolment in primary education, male (number)",UIS.E.1.M,16954
"Macao SAR, China",MAC,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,6555
"Macao SAR, China",MAC,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,6253
"Macao SAR, China",MAC,"Population, male",SP.POP.TOTL.MA.IN,308000
"Macao SAR, China",MAC,"Population, female",SP.POP.TOTL.FE.IN,333000
Madagascar,MDG,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,563222
Madagascar,MDG,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,538429
Madagascar,MDG,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2324568
Madagascar,MDG,"Enrolment in primary education, male (number)",UIS.E.1.M,2324032
Madagascar,MDG,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,197304
Madagascar,MDG,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,195565
Madagascar,MDG,"Population, male",SP.POP.TOTL.MA.IN,13453000
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,13516000
Malawi,MWI,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,368499
Malawi,MWI,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,452337
Malawi,MWI,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,2316197
Malawi,MWI,"Enrolment in primary education, male (number)",UIS.E.1.M,2277131
Malawi,MWI,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,88892
Malawi,MWI,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,80119
Malawi,MWI,"Population, male",SP.POP.TOTL.MA.IN,9185000
Malawi,MWI,"Population, female",SP.POP.TOTL.FE.IN,9443000
Malaysia,MYS,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,659723
Malaysia,MYS,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,685357
Malaysia,MYS,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1508405
Malaysia,MYS,"Enrolment in primary education, male (number)",UIS.E.1.M,1576225
Malaysia,MYS,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,606715
Malaysia,MYS,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,650421
Malaysia,MYS,"Population, male",SP.POP.TOTL.MA.IN,16423000
Malaysia,MYS,"Population, female",SP.POP.TOTL.FE.IN,15527000
Maldives,MDV,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,8162
Maldives,MDV,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,9199
Maldives,MDV,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,23838
Maldives,MDV,"Enrolment in primary education, male (number)",UIS.E.1.M,25535
Maldives,MDV,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1794
Maldives,MDV,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,2138
Maldives,MDV,"Population, male",SP.POP.TOTL.MA.IN,336000
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,195000
Mali,MLI,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,326243
Mali,MLI,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,376417
Mali,MLI,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,1153978
Mali,MLI,"Enrolment in primary education, male (number)",UIS.E.1.M,1323103
Mali,MLI,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,204517
Mali,MLI,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,139316
Mali,MLI,"Population, male",SP.POP.TOTL.MA.IN,9845000
Mali,MLI,"Population, female",SP.POP.TOTL.FE.IN,9813000
Malta,MLT,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,6090
Malta,MLT,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,6687
Malta,MLT,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,12804
Malta,MLT,"Enrolment in primary education, male (number)",UIS.E.1.M,13728
Malta,MLT,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,9153
Malta,MLT,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,8995
Malta,MLT,"Population, male",SP.POP.TOTL.MA.IN,243000
Malta,MLT,"Population, female",SP.POP.TOTL.FE.IN,242000
Marshall Islands,MHL,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,1354
Marshall Islands,MHL,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,1351
Marshall Islands,MHL,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,3474
Marshall Islands,MHL,"Enrolment in primary education, male (number)",UIS.E.1.M,3760
Marshall Islands,MHL,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,1487
Marshall Islands,MHL,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,1572
Marshall Islands,MHL,"Population, male",SP.POP.TOTL.MA.IN,..
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,..
Mauritania,MRT,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,91966
Mauritania,MRT,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,89614
Mauritania,MRT,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,344294
Mauritania,MRT,"Enrolment in primary education, male (number)",UIS.E.1.M,333164
Mauritania,MRT,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,38738
Mauritania,MRT,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,39555
Mauritania,MRT,"Population, male",SP.POP.TOTL.MA.IN,2272000
Mauritania,MRT,"Population, female",SP.POP.TOTL.FE.IN,2254000
Mauritius,MUS,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,28096
Mauritius,MUS,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,30229
Mauritius,MUS,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,42597
Mauritius,MUS,"Enrolment in primary education, male (number)",UIS.E.1.M,43133
Mauritius,MUS,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,31270
Mauritius,MUS,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,32460
Mauritius,MUS,"Population, male",SP.POP.TOTL.MA.IN,626000
Mauritius,MUS,"Population, female",SP.POP.TOTL.FE.IN,642000
Mexico,MEX,"Enrolment in lower secondary education, female (number)",UIS.E.2.F,4400783
Mexico,MEX,"Enrolment in lower secondary education, male (number)",UIS.E.2.M,4119011
Mexico,MEX,"Enrolment in primary education, female (number)",SE.PRM.ENRL.FE,6896238
Mexico,MEX,"Enrolment in primary education, male (number)",UIS.E.1.M,7165139
Mexico,MEX,"Enrolment in upper secondary education, male (number)",UIS.E.3.M,2775947
Mexico,MEX,"Enrolment in upper secondary education, female (number)",UIS.E.3.F,2864894
Mexico,MEX,"Population, male",SP.POP.TOTL.MA.IN,62403000
